"contrast","iso1","iso2","iso1.mean.ratio","iso2.mean.ratio","Condition1(x=1)","Condition2(x=2)","before.interval","after.interval","x.value","y.value","before.prob","after.prob","before.diff","after.diff","before.pval","after.pval","before.FDR","after.FDR","before.t.points","after.t.points","prob","diff","cor","numeric.coordinates"
"SETI_p.P-SETI_p.mock","AT2G20950_P4","AT2G20950_P5",0.133557267249201,0.0537431004699296,"SETI_p.mock","SETI_p.P","[1,1.8015]","(1.8015,2]",1.80152018844478,1.15087634433109,1,1,2.92595933333333,-0.724553,0.00670276944941129,0.000590216337237722,0.00670276944941129,0.00118043267447544,1,1,1,3.65051233333333,-0.233673300332444,NA
"SETI_p.P-SETI_p.mock","AT2G20950_P14","AT2G20950_P8",0.0419353703858195,0.0260278733395043,"SETI_p.mock","SETI_p.P","[1,1.3624]","(1.3624,2]",1.36237753700787,0.419142770255025,1,1,-0.577649,1.016404,0.155475488680881,0.116404220199778,0.155475488680881,0.155475488680881,1,1,1,1.594053,-0.665865192874626,NA
"SETI_p.P-SETI_p.mock","AT2G20950_ID40","AT2G20950_P8",0.0655891289651802,0.0260278733395043,"SETI_p.mock","SETI_p.P","[1,1.2571]","(1.2571,2]",1.2571371465777,0.465175583551652,1,1,-0.577649,1.66881366666667,0.155475488680881,0.0137447751369382,0.155475488680881,0.0274895502738764,1,1,1,2.24646266666667,-0.424907426887485,NA
"SETI_p.P-SETI_p.mock","AT2G20950_ID14","AT2G20950_P4",0.117697519342178,0.133557267249201,"SETI_p.mock","SETI_p.P","[1,1.5572]","(1.5572,2]",1.55719006002648,1.71080338312838,1,1,-2.13093066666667,1.69349266666667,0.0301214231486715,0.11543444159283,0.060242846297343,0.11543444159283,1,1,1,3.82442333333333,-0.611095680491331,NA
"SETI_p.P-SETI_p.mock","AT2G13800_P1","AT2G13800_P3",0.598642362758395,0.106557904273096,"SETI_p.mock","SETI_p.P","[1,1.147]","(1.147,2]",1.14695196879961,2.92108839234868,1,1,-3.29106766666667,19.1044653333333,0.0043184999756029,0.00422044554576168,0.0043184999756029,0.0043184999756029,1,1,1,22.395533,-0.990683413495617,NA
"SETI_p.P-SETI_p.mock","AT2G13800_ID4","AT2G13800_P3",0.173573093387676,0.106557904273096,"SETI_p.mock","SETI_p.P","[1,1.3728]","(1.3728,2]",1.37279911922045,2.14772104911597,1,1,-3.15582966666667,5.30939866666667,0.000896118957865772,0.00342795200879842,0.00179223791573154,0.00342795200879842,1,1,1,8.46522833333333,-0.985037902549742,NA
"SETI_p.P-SETI_p.mock","AT2G02080_JS3","AT2G02080_P4",0.0359518027302159,0.125739832057884,"SETI_p.mock","SETI_p.P","[1,1.9725]","(1.9725,2]",1.97251749789343,0.0969896341277245,1,1,-2.593368,0.0732863333333333,0.047114567837769,0.0808429256306798,0.0808429256306798,0.0808429256306798,1,1,1,2.66665433333333,0.959071595493017,NA
"SETI_p.P-SETI_p.mock","AT1G74590.1","AT1G74590_ID2",0.913023146493856,0.0869768535061438,"SETI_p.mock","SETI_p.P","[1,1.0586]","(1.0586,2]",1.05860161814123,1.83031981023233,1,1,-1.87581,30.1337156666667,0.018073406692719,0.0042916879580978,0.018073406692719,0.0085833759161956,1,1,1,32.0095256666667,-0.502900217546851,NA
"SETI_p.P-SETI_p.mock","AT1G69020.1","AT1G69020_P2",0.198431313271399,0.801568686728601,"SETI_p.mock","SETI_p.P","[1,1.8385]","(1.8385,2]",1.83850290357065,0.290603635378072,1,1,-1.676965,0.322986333333333,0.027246517170515,0.184177884703155,0.0544930343410299,0.184177884703155,1,1,1,1.99995133333333,-0.528541999182311,NA
"SETI_p.P-SETI_p.mock","AT1G66260_ID7","AT1G66260_P1",0.128500476853245,0.132980255909773,"SETI_p.mock","SETI_p.P","[1,1.4703]","(1.4703,2]",1.47034781920805,19.7204993487669,1,1,11.0807673333333,-12.477899,0.0609444914535854,0.0285121013304632,0.0609444914535854,0.0570242026609264,1,1,1,23.5586663333333,0.928560722644269,NA
"SETI_p.P-SETI_p.mock","AT1G63830_ID4","AT1G63830_P1",0.460199939641308,0.473375771783348,"SETI_p.mock","SETI_p.P","[1,1.5319]","(1.5319,2]",1.5319297843312,87.4333374284618,1,1,-39.425201,34.692102,0.00844805942098366,0.121816560642282,0.0168961188419673,0.121816560642282,1,1,1,74.117303,0.971159781567486,NA
"SETI_p.P-SETI_p.mock","AT1G59840_P2","AT1G59840_c2",0.722111233357289,0.243842796134157,"SETI_p.mock","SETI_p.P","[1,1.8789]","(1.8789,2]",1.8788724055042,1.81531330995637,1,1,9.44739966666667,-1.30205566666667,0.00155220087371457,0.0123061031971893,0.00310440174742913,0.0123061031971893,1,1,1,10.7494553333333,0.529411603428335,NA
"SETI_p.P-SETI_p.mock","AT1G56145_ID2","AT1G56145_P3",0.420165933983623,0.0222617703936664,"SETI_p.mock","SETI_p.P","[1,1.0344]","(1.0344,2]",1.03441058193027,0.181892627024505,1,1,-0.184986333333333,5.19086966666667,0.00990628742262189,0.00569704329467597,0.00990628742262189,0.00990628742262189,1,1,1,5.375856,-0.257281241345013,NA
"SETI_p.P-SETI_p.mock","AT1G56145_ID2","AT1G56145_P1",0.420165933983623,0.155124425846653,"SETI_p.mock","SETI_p.P","[1,1.2696]","(1.2696,2]",1.26964544633152,1.42533243691789,1,1,-1.95156233333333,5.28595033333333,0.00482200001321404,0.00833163151488091,0.00833163151488091,0.00833163151488091,1,1,1,7.23751266666667,-0.97412425125192,NA
"SETI_p.P-SETI_p.mock","AT1G56145.2","AT1G56145_P3",0.402447869776058,0.0222617703936664,"SETI_p.mock","SETI_p.P","[1,1.0359]","(1.0359,2]",1.03589910119475,0.181758800707685,1,1,-0.184986333333333,4.96796533333333,0.00990628742262189,0.0127341297020737,0.0127341297020737,0.0127341297020737,1,1,1,5.15295166666667,-0.432488142848806,NA
"SETI_p.P-SETI_p.mock","AT1G56145.2","AT1G56145_P1",0.402447869776058,0.155124425846653,"SETI_p.mock","SETI_p.P","[1,1.2782]","(1.2782,2]",1.27821401289927,1.4086103451536,1,1,-1.95156233333333,5.063046,0.00482200001321404,0.0114900508436765,0.00964400002642808,0.0114900508436765,1,1,1,7.01460833333333,-0.968048487388462,NA
"SETI_p.P-SETI_p.mock","AT1G28320_c2","AT1G28320_c3",0.0335093371704298,0.105849043579562,"SETI_p.mock","SETI_p.P","[1,1.7595]","(1.7595,2]",1.75954559036858,0.807611660782012,1,1,-3.35868933333333,1.06328266666667,0.0244097405373227,0.174097520141472,0.0488194810746453,0.174097520141472,1,1,1,4.421972,-0.685536332359047,NA
"SETI_p.P-SETI_p.mock","AT1G14650_JS9","AT1G14650_P1",0.382060328498281,0.579930414720595,"SETI_p.mock","SETI_p.P","[1,1.7146]","(1.7146,2]",1.71461006628865,8.89860300516561,1,1,-11.5273156666667,4.60360133333333,0.00427058127442777,0.124076103595836,0.00854116254885555,0.124076103595836,1,1,1,16.130917,-0.832775557311768,NA
"SETI_p.P-SETI_p.mock","AT1G13000_ID38","AT1G13000_P3",0.0335200048637577,0.0176270733305321,"SETI_p.mock","SETI_p.P","[1,1.3446]","(1.3446,2]",1.34463500072425,0.481300929288113,1,1,-0.734401333333333,1.39655266666667,0.0396764457826508,0.161223267265215,0.0793528915653017,0.161223267265215,1,1,1,2.130954,-0.681429099762986,NA
"SETI_p.P-SETI_p.mock","AT1G12440_P1","AT1G12440_P3",0.600949294043884,0.383573860465842,"SETI_p.mock","SETI_p.P","[1,1.7446]","(1.7446,2]",1.74458564836488,40.8523428550285,1,1,52.0631063333333,-17.859147,0.0080238424537225,0.152401353578477,0.016047684907445,0.152401353578477,1,1,1,69.9222533333333,-0.823741386533209,NA
"SETI_p.P-SETI_p.mock","AT1G09140_CR3","AT1G09140_CR6",0.00797721601641514,0.0066280898687281,"SETI_p.mock","SETI_p.P","[1,1.5462]","(1.5462,2]",1.54618616543524,0.49453333977003,1,1,1.08972733333333,-0.90543,0.128792695093969,0.276155594943465,0.257585390187938,0.276155594943465,1,1,1,1.99515733333333,-0.465940853104566,NA
"SETI_p.P-SETI_p.mock","AT1G08970.3","AT1G08970.4",0.0631227345005527,0.0215751877085585,"SETI_p.mock","SETI_p.P","[1,1.1824]","(1.1824,2]",1.18240939185721,1.0088208571606,1,1,-1.04538433333333,4.68559433333333,0.113928031146567,0.128787918485187,0.128787918485187,0.128787918485187,1,1,1,5.73097866666667,-0.0137652216573097,NA
"SETI_p.P-SETI_p.mock","AT1G05710_P3","AT1G05710_c2",0.157184128307362,0.0582451951347194,"SETI_p.mock","SETI_p.P","[1,1.7345]","(1.7345,2]",1.734500957586,1.0692900478489,1,1,3.97016766666667,-1.435091,0.101983483228039,0.101387146261394,0.101983483228039,0.101983483228039,1,1,1,5.40525866666667,-0.62234309297158,NA
"SETI_p.P-SETI_p.mock","AT1G05710_P12","AT1G05710_P3",0.0924256568930186,0.157184128307362,"SETI_p.mock","SETI_p.P","[1,1.6403]","(1.6403,2]",1.6403002279201,1.44868088035812,1,1,-3.78630633333333,2.12702333333333,0.0963983068959456,0.0613295460200187,0.0963983068959456,0.0963983068959456,1,1,1,5.91332966666667,-0.610845960694252,NA
"SETI_p.P-SETI_p.mock","AT1G05710_JS2","AT1G05710_P3",0.303776894184206,0.157184128307362,"SETI_p.mock","SETI_p.P","[1,1.341]","(1.341,2]",1.34099223283079,2.65413554972579,1,1,-4.02747233333333,7.783566,0.106462019175687,0.0183733023197109,0.106462019175687,0.0367466046394219,1,1,1,11.8110383333333,-0.785987528800591,NA
"SETI_p.P-SETI_p.mock","AT1G05710_JS1","AT1G05710_P3",0.0787186644311437,0.157184128307362,"SETI_p.mock","SETI_p.P","[1,1.6858]","(1.6858,2]",1.68583161838066,1.26530446498,1,1,-3.70996933333333,1.699477,0.080946426089102,0.0707841559841696,0.080946426089102,0.080946426089102,1,1,1,5.40944633333333,-0.428167494469657,NA
"SETI_p.P-SETI_p.mock","AT1G04990_P5","AT1G04990_P6",0.017347901142514,0.193100371150188,"SETI_p.mock","SETI_p.P","[1,1.0707]","(1.0707,2]",1.07071339280778,0.599247753940909,1,1,0.635254,-8.34824933333333,0.262092840672886,0.0212498470310176,0.262092840672886,0.0424996940620352,1,1,1,8.98350333333333,-0.461331684858539,NA
"SETI_p.P-SETI_p.mock","AT1G04990_ID2","AT1G04990_P6",0.0345800314751984,0.193100371150188,"SETI_p.mock","SETI_p.P","[1,1.0884]","(1.0884,2]",1.08835811220827,0.748774711279858,1,1,0.746626666666667,-7.70338033333333,0.0203179122216166,0.0151702595997796,0.0203179122216166,0.0203179122216166,1,1,1,8.450007,0.301242577020803,NA
"SETI_p.P-SETI_p.mock","AT1G01550_P1","AT1G01550_P2",0.511992375395537,0.482007222731079,"SETI_p.mock","SETI_p.P","[1,1.5493]","(1.5493,2]",1.54932219799466,122.902926263354,1,1,78.4107976666667,-64.3301983333333,0.000329438822628707,0.193425854009429,0.000658877645257414,0.193425854009429,1,1,1,142.740996,0.782787030109918,NA
"SETI_p.P-SETI_p.mock","AT5G66450.2","AT5G66450_c1",0.205563789431431,0.0637952065192197,"SETI_p.mock","SETI_p.P","[1,1.1745]","(1.1745,2]",1.17451811551108,1.87239047935189,0.333333333333333,0,-1.35133966666667,6.39192333333333,0.507009088994855,0.00302605035969582,0.507009088994855,0.00605210071939165,1,1,0.666666666666667,7.743263,-0.81193904772457,NA
"SETI_p.P-SETI_p.mock","AT4G30090_JC3","AT4G30090_P1",0.090143806336301,0.909856193663699,"SETI_p.mock","SETI_p.P","[1,1.0146]","(1.0146,2]",1.01463161207495,0.393068705241371,0.333333333333333,0,0.0546746666666666,-3.68207466666667,0.872407781082802,0.0337464802640702,0.872407781082802,0.0674929605281404,1,1,0.666666666666667,3.73674933333333,-0.59020339840472,NA
"SETI_p.P-SETI_p.mock","AT4G15765_P2","AT4G15765_P4",0.201828181145708,0.275339097425701,"SETI_p.mock","SETI_p.P","[1,1.3295]","(1.3295,2]",1.32949897214797,1.31797526240488,0.333333333333333,0,0.691791,-1.407733,0.807420348670232,0.0258416195808642,0.807420348670232,0.0516832391617285,1,1,0.666666666666667,2.099524,-0.581877452567149,NA
"SETI_p.P-SETI_p.mock","AT4G15765_P2","AT4G15765_P3",0.201828181145708,0.10482968540084,"SETI_p.mock","SETI_p.P","[1,1.763]","(1.763,2]",1.76299178475749,0.465876936351683,0.333333333333333,0,1.37037266666667,-0.425679,0.545701519463185,0.229083490452211,0.545701519463185,0.458166980904422,1,1,0.666666666666667,1.79605166666667,-0.441355680765936,NA
"SETI_p.P-SETI_p.mock","AT3G09410_ID2","AT3G09410_P3",0.0517178364677972,0.125086424294253,"SETI_p.mock","SETI_p.P","[1,1.1162]","(1.1162,2]",1.11621389418077,0.471868697321603,0.333333333333333,0,0.160740666666667,-1.22240433333333,0.646430335563938,0.115683051352621,0.646430335563938,0.231366102705242,1,1,0.666666666666667,1.383145,0.301580483832612,NA
"SETI_p.P-SETI_p.mock","AT3G02600_P4","AT3G02600_s3",0.119379694506906,0.0180073738000423,"SETI_p.mock","SETI_p.P","[1,1.9235]","(1.9235,2]",1.92354671921598,0.475551842876962,0.333333333333333,0,5.75861733333333,-0.476711333333333,0.235962748069736,0.0916652361086795,0.235962748069736,0.183330472217359,1,1,0.666666666666667,6.23532866666667,-0.559493188576699,NA
"SETI_p.P-SETI_p.mock","AT3G02600_P4","AT3G02600_c3",0.119379694506906,0.217070949674605,"SETI_p.mock","SETI_p.P","[1,1.1875]","(1.1875,2]",1.18751432707296,5.05379304994231,0.333333333333333,0,1.527219,-6.61732666666667,0.767400141572658,0.0844757940245525,0.767400141572658,0.168951588049105,1,1,0.666666666666667,8.14454566666667,-0.603780618699606,NA
"SETI_p.P-SETI_p.mock","AT3G02600_P4","AT3G02600_P9",0.119379694506906,0.0152050311506001,"SETI_p.mock","SETI_p.P","[1,1.9591]","(1.9591,2]",1.9591492112746,0.25409855093363,0.333333333333333,0,5.669382,-0.241462666666667,0.230662594411633,0.206471357751452,0.230662594411633,0.230662594411633,1,1,0.666666666666667,5.91084466666667,0.186244549744128,NA
"SETI_p.P-SETI_p.mock","AT3G02600_P4","AT3G02600_P8",0.119379694506906,0.0119101417864213,"SETI_p.mock","SETI_p.P","[1,1.9714]","(1.9714,2]",1.97143726157376,0.177664879216644,0.333333333333333,0,5.76922633333333,-0.16963,0.21056102611607,0.08931051214189,0.21056102611607,0.17862102428378,1,1,0.666666666666667,5.93885633333333,0.426983933487251,NA
"SETI_p.P-SETI_p.mock","AT3G02600_ID92","AT3G02600_P4",0.057941607416553,0.119379694506906,"SETI_p.mock","SETI_p.P","[1,1.8334]","(1.8334,2]",1.83341034839391,1.03621473157318,0.333333333333333,0,-4.00091,0.799738333333333,0.366919313479613,0.207525382506786,0.366919313479613,0.366919313479613,1,1,0.666666666666667,4.80064833333333,0.383838633971839,NA
"SETI_p.P-SETI_p.mock","AT3G02600_ID32","AT3G02600_P4",0.0546687956810912,0.119379694506906,"SETI_p.mock","SETI_p.P","[1,1.8926]","(1.8926,2]",1.89262158598068,0.667911202088849,0.333333333333333,0,-3.83276266666667,0.461064333333333,0.290899146461378,0.337393625921185,0.337393625921185,0.337393625921185,1,1,0.666666666666667,4.293827,0.907324222993812,NA
"SETI_p.P-SETI_p.mock","AT3G02600_ID128","AT3G02600_P4",0.00904212922716138,0.119379694506906,"SETI_p.mock","SETI_p.P","[1,1.9866]","(1.9866,2]",1.98659886877877,0.0833572161134229,0.333333333333333,0,-5.82819666666667,0.0791653333333333,0.211663540966206,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0.666666666666667,5.907362,0.469870812766098,NA
"SETI_p.P-SETI_p.mock","AT3G02600_ID126","AT3G02600_P4",0.0304435018159217,0.119379694506906,"SETI_p.mock","SETI_p.P","[1,1.9503]","(1.9503,2]",1.95025839864419,0.309400851733615,0.333333333333333,0,-4.889897,0.255963333333333,0.249626037068557,0.250414157927751,0.250414157927751,0.250414157927751,1,1,0.666666666666667,5.14586033333333,0.81016497071911,NA
"SETI_p.P-SETI_p.mock","AT3G02600_ID124","AT3G02600_P4",0.0411503392664919,0.119379694506906,"SETI_p.mock","SETI_p.P","[1,1.8491]","(1.8491,2]",1.84909597047177,0.938647610721085,0.333333333333333,0,-4.95704633333333,0.880982,0.214947676864858,0.183878818527443,0.214947676864858,0.214947676864858,1,1,0.666666666666667,5.83802833333333,0.701107287358465,NA
"SETI_p.P-SETI_p.mock","AT2G20950_ID22","AT2G20950_P5",0.00381926645019182,0.0537431004699296,"SETI_p.mock","SETI_p.P","[1,1.0298]","(1.0298,2]",1.02977451414509,0.102205169722433,0.333333333333333,0,0.043595,-1.42057666666667,0.793868549682041,0.176718163045607,0.793868549682041,0.353436326091214,1,1,0.666666666666667,1.46417166666667,-0.340952045496357,NA
"SETI_p.P-SETI_p.mock","AT2G20950.2","AT2G20950_P5",0.00510826358979963,0.0537431004699296,"SETI_p.mock","SETI_p.P","[1,1.0528]","(1.0528,2]",1.05277480994841,0.133458661668859,0.333333333333333,0,0.0791476666666667,-1.42057666666667,0.702946510611711,0.176718163045607,0.702946510611711,0.353436326091214,1,1,0.666666666666667,1.49972433333333,-0.340952045496357,NA
"SETI_p.P-SETI_p.mock","AT1G72640_ID20","AT1G72640_P3",0.0410665058824299,0.0249105640699791,"SETI_p.mock","SETI_p.P","[1,1.9482]","(1.9482,2]",1.94818968147835,0.133208180152838,0.333333333333333,0,1.06994766666667,-0.0584633333333333,0.384456487305165,0.422649730810374,0.422649730810374,0.422649730810374,1,1,0.666666666666667,1.128411,0.856479545395185,NA
"SETI_p.P-SETI_p.mock","AT1G14070.1","AT1G14070_ID1",0.775157977149922,0.224842022850078,"SETI_p.mock","SETI_p.P","[1,1.1107]","(1.1107,2]",1.11066588713484,1.81297270436597,0.333333333333333,0,-0.756955,6.083048,0.643369457397782,0.00995748184993931,0.643369457397782,0.0199149636998786,1,1,0.666666666666667,6.840003,-0.925101631591219,NA
"SETI_p.P-SETI_p.mock","AT1G05710_P6","AT1G05710_c2",0.00278848445489354,0.0582451951347194,"SETI_p.mock","SETI_p.P","[1,1.0098]","(1.0098,2]",1.00975940404407,0.0707510401800583,0.333333333333333,0,0.0141436666666667,-1.435091,0.910843228396904,0.101387146261394,0.910843228396904,0.202774292522788,1,1,0.666666666666667,1.44923466666667,-0.392374422132885,NA
"SETI_p.P-SETI_p.mock","AT5G53050_ID4","AT5G53050_JC4",0.0212784356501436,0.0623694467137918,"SETI_p.mock","SETI_p.P","[1,1.1009]","(1.1009,2]",1.10086222773872,0.862227766054125,0.666666666666667,1,0.521533666666667,-4.64921933333333,0.352437343489607,0.00515218701947113,0.352437343489607,0.0103043740389423,1,1,0.666666666666667,5.170753,0.444383353195626,NA
"SETI_p.P-SETI_p.mock","AT5G41610_P1","AT5G41610_P2",0.805489555861606,0.0732881406139814,"SETI_p.mock","SETI_p.P","[1,1.0338]","(1.0338,2]",1.03378582191496,0.296963289610052,0.666666666666667,1,-0.160019,4.57625766666667,0.423177259562633,0.021991069712059,0.423177259562633,0.0439821394241181,1,1,0.666666666666667,4.73627666666667,-0.662197194365973,NA
"SETI_p.P-SETI_p.mock","AT5G41610_ID4","AT5G41610_P1",0.0326721696705493,0.805489555861606,"SETI_p.mock","SETI_p.P","[1,1.0114]","(1.0114,2]",1.01144814675272,0.194804687235477,0.666666666666667,1,0.0546126666666667,-4.71582466666667,0.842514021368697,0.0217535660106486,0.842514021368697,0.0435071320212972,1,1,0.666666666666667,4.77043733333333,-0.706146714429987,NA
"SETI_p.P-SETI_p.mock","AT5G38510_JS4","AT5G38510_P2",0.0235358152053787,0.145881012727331,"SETI_p.mock","SETI_p.P","[1,1.9941]","(1.9941,2]",1.99412698984418,0.189656781457458,1,0.666666666666667,-11.6658363333333,0.0689183333333333,0.128307751750757,0.235142999769968,0.235142999769968,0.235142999769968,1,1,0.666666666666667,11.7347546666667,0.943720805010278,NA
"SETI_p.P-SETI_p.mock","AT5G38510_JS4","AT5G38510_JS5",0.0235358152053787,0.0359570545099798,"SETI_p.mock","SETI_p.P","[1,1.8836]","(1.8836,2]",1.88359067698503,0.39675968057488,1,0.666666666666667,-1.35604366666667,0.178653,0.319834085948056,0.261081109413271,0.319834085948056,0.319834085948056,1,1,0.666666666666667,1.53469666666667,0.788712923342344,NA
"SETI_p.P-SETI_p.mock","AT5G27970_P4","AT5G27970_P5",0.517420673051163,0.1329435583489,"SETI_p.mock","SETI_p.P","[1,1.9281]","(1.9281,2]",1.92809235619781,2.01225559081896,1,0.666666666666667,7.194881,-0.557452,0.00882928787613824,0.798025108034105,0.0176585757522765,0.798025108034105,1,1,0.666666666666667,7.752333,-0.828673448057972,NA
"SETI_p.P-SETI_p.mock","AT5G25790_JS3","AT5G25790_P1",0.148380112413903,0.851619887586098,"SETI_p.mock","SETI_p.P","[1,1.0611]","(1.0611,2]",1.0610940223168,0.746753630726108,0.666666666666667,1,0.334198333333333,-5.13603133333333,0.728019714835787,0.0119380072428059,0.728019714835787,0.0238760144856119,1,1,0.666666666666667,5.47022966666667,-0.687404371963798,NA
"SETI_p.P-SETI_p.mock","AT5G24670_c1","AT5G24670_s3",0.126794306517427,0.046188187571087,"SETI_p.mock","SETI_p.P","[1,1.8072]","(1.8072,2]",1.80723079042324,0.689826875187153,1,0.666666666666667,1.95921666666667,-0.467867,0.0669056253715168,0.246515601486424,0.133811250743034,0.246515601486424,1,1,0.666666666666667,2.42708366666667,-0.656652989857738,NA
"SETI_p.P-SETI_p.mock","AT5G21930_ID3","AT5G21930_ID4",0.0123081807030246,0.689649859536714,"SETI_p.mock","SETI_p.P","[1,1.9972]","(1.9972,2]",1.99721539638101,0.0518427458647421,1,0.666666666666667,-18.336573,0.0512026666666667,0.00134599167061269,0.210809431234265,0.00269198334122537,0.210809431234265,1,1,0.666666666666667,18.3877756666667,0.963841496457966,NA
"SETI_p.P-SETI_p.mock","AT5G21930.2","AT5G21930_P4",0.026994251139576,0.0815190223214476,"SETI_p.mock","SETI_p.P","[1,1.7648]","(1.7648,2]",1.7648223607613,0.557349763779939,1,0.666666666666667,-2.12552266666667,0.653583666666667,0.10675285893327,0.297372008678532,0.21350571786654,0.297372008678532,1,1,0.666666666666667,2.77910633333333,-0.508354396742584,NA
"SETI_p.P-SETI_p.mock","AT5G21930.2","AT5G21930_ID4",0.026994251139576,0.689649859536714,"SETI_p.mock","SETI_p.P","[1,1.9623]","(1.9623,2]",1.96233241753134,0.701281464960034,1,0.666666666666667,-18.6176393333333,0.728731,0.00128342666368528,0.249304214536375,0.00256685332737056,0.249304214536375,1,1,0.666666666666667,19.3463703333333,-0.624746427034699,NA
"SETI_p.P-SETI_p.mock","AT5G18440_P1","AT5G18440_P2",0.507970053223412,0.437680414776239,"SETI_p.mock","SETI_p.P","[1,1.4056]","(1.4056,2]",1.40564457849919,4.09033320310154,0.666666666666667,1,-2.54091166666667,3.722975,0.203501106939423,0.185534514755539,0.203501106939423,0.203501106939423,1,1,0.666666666666667,6.26388666666667,-0.657475828822273,NA
"SETI_p.P-SETI_p.mock","AT5G18270_JC4","AT5G18270_P1",0.056218039664103,0.943781960335897,"SETI_p.mock","SETI_p.P","[1,1.0299]","(1.0299,2]",1.0299392544977,0.48850125009856,0.666666666666667,1,0.253190666666667,-8.203622,0.668556399243124,0.0355942158850774,0.668556399243124,0.0711884317701549,1,1,0.666666666666667,8.45681266666667,-0.676855512329544,NA
"SETI_p.P-SETI_p.mock","AT5G18260.1","AT5G18260_ID4",0.548309983202614,0.121509026794964,"SETI_p.mock","SETI_p.P","[1,1.8186]","(1.8186,2]",1.81859423966572,0.598708366572153,1,0.666666666666667,3.30038233333333,-0.731386,0.0969820330696596,0.213785959420955,0.193964066139319,0.213785959420955,1,1,0.666666666666667,4.03176833333333,-0.554914051279022,NA
"SETI_p.P-SETI_p.mock","AT5G18260.1","AT5G18260_ID3",0.548309983202614,0.100068547421547,"SETI_p.mock","SETI_p.P","[1,1.8457]","(1.8457,2]",1.84566338536038,0.509369836343091,1,0.666666666666667,3.30038233333333,-0.602331666666667,0.0969820330696596,0.212390170985783,0.193964066139319,0.212390170985783,1,1,0.666666666666667,3.902714,-0.556341584213263,NA
"SETI_p.P-SETI_p.mock","AT5G14550_ID2","AT5G14550_ID4",0.021316675544417,0.07672402042814,"SETI_p.mock","SETI_p.P","[1,1.7826]","(1.7826,2]",1.78257319235694,0.463074382832948,1,0.666666666666667,-2.12979433333333,0.591733,0.0188568898052443,0.185067554000715,0.0377137796104886,0.185067554000715,1,1,0.666666666666667,2.72152733333333,-0.679211517790677,NA
"SETI_p.P-SETI_p.mock","AT5G14550.2","AT5G14550_ID2",0.0588393892183023,0.021316675544417,"SETI_p.mock","SETI_p.P","[1,1.7553]","(1.7553,2]",1.7553116859624,0.44694284986959,1,0.666666666666667,1.54072833333333,-0.499129333333333,0.110439274144979,0.244639468776318,0.220878548289957,0.244639468776318,1,1,0.666666666666667,2.03985766666667,-0.560816365973186,NA
"SETI_p.P-SETI_p.mock","AT5G11380_JC7","AT5G11380_P4",0.10419420926563,0.0246226606281296,"SETI_p.mock","SETI_p.P","[1,1.8433]","(1.8433,2]",1.8433259345735,0.21233519062838,1,0.666666666666667,1.27115333333333,-0.236156333333333,0.00344239369093062,0.222758538483459,0.00688478738186124,0.222758538483459,1,1,0.666666666666667,1.50730966666667,-0.419064123710928,NA
"SETI_p.P-SETI_p.mock","AT5G03320_ID4","AT5G03320_P2",0.00884013637943096,0.0802825219896267,"SETI_p.mock","SETI_p.P","[1,1.0147]","(1.0147,2]",1.01470877050508,0.146761587094103,0.666666666666667,1,0.134559666666667,-9.013701,0.188741491195662,0.0282525378708187,0.188741491195662,0.0565050757416374,1,1,0.666666666666667,9.14826066666667,0.715813229773898,NA
"SETI_p.P-SETI_p.mock","AT5G03320_ID4","AT5G03320_JS2",0.00884013637943096,0.0720368576871691,"SETI_p.mock","SETI_p.P","[1,1.0166]","(1.0166,2]",1.01656433543831,0.148300903766107,0.666666666666667,1,0.134559666666667,-7.98889733333333,0.188741491195662,0.0424065854519426,0.188741491195662,0.0848131709038851,1,1,0.666666666666667,8.123457,0.7409136916331,NA
"SETI_p.P-SETI_p.mock","AT4G39270_P7","AT4G39270_P8",0.0516263222705995,0.00786290940531093,"SETI_p.mock","SETI_p.P","[1,1.8678]","(1.8678,2]",1.86782634127556,0.493641607851517,1,0.666666666666667,3.73479566666667,-0.568825333333333,0.0528717138284241,0.232623079583081,0.105743427656848,0.232623079583081,1,1,0.666666666666667,4.303621,-0.582580706187951,NA
"SETI_p.P-SETI_p.mock","AT4G39270_P10","AT4G39270_P7",0.00889375524251249,0.0516263222705995,"SETI_p.mock","SETI_p.P","[1,1.853]","(1.853,2]",1.85304454971021,0.548848578935364,1,0.666666666666667,-3.73479566666667,0.643399666666667,0.0528717138284241,0.219331891560601,0.105743427656848,0.219331891560601,1,1,0.666666666666667,4.37819533333333,-0.597039794589728,NA
"SETI_p.P-SETI_p.mock","AT4G37080_P3","AT4G37080_s1",0.866980936774524,0.0290807677352823,"SETI_p.mock","SETI_p.P","[1,1.9896]","(1.9896,2]",1.98955247159662,0.181912507342606,1,0.666666666666667,17.0075326666667,-0.179562666666667,0.00762775250853665,0.207431223848638,0.0152555050170733,0.207431223848638,1,1,0.666666666666667,17.1870953333333,0.167388333681966,NA
"SETI_p.P-SETI_p.mock","AT4G37080.2","AT4G37080_P3",0.069501805188129,0.866980936774524,"SETI_p.mock","SETI_p.P","[1,1.9769]","(1.9769,2]",1.97693404540734,0.401624716602036,1,0.666666666666667,-16.403469,0.387295,0.00108836750170249,0.183922913001801,0.00217673500340498,0.183922913001801,1,1,0.666666666666667,16.790764,0.510840631147307,NA
